CINTILOGRAFIA DO FÍGADO E DO BAÇO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DO FÍGADO E VIAS BILIARES,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,Diretriz de Utilização,SUBGRUPO,GRUPO,CAPÍTULO
CINTILOGRAFIA PARA DETECÇÃO DE HEMORRAGIA DIGESTÓRIA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA PARA DETERMINAÇÃO DO TEMPO DE ESVAZIAMENTO GÁSTRICO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA PARA ESTUDO DE TRÂNSITO ESOFÁGICO (LÍQUIDOS E SEMI-SÓLIDOS),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA PARA PESQUISA DE DIVERTÍCULO DE MECKEL,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA PARA PESQUISA DE REFLUXO GASTRO-ESOFÁGICO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FLUXO SANGUÍNEO HEPÁTICO (QUALITATIVO E QUANTITATIVO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (IODO - 131 OU 123),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (TECNÉCIO - 99M TC),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DAS PARATIREÓIDES,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DE CORPO INTEIRO PARA PESQUISA DE METÁSTASES (PCI),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE DE ESTÍMULO COM TSH RECOMBINANTE,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE DE SUPRESSÃO DA TIREÓIDE COM T3,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE DO PERCLORATO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA RENAL DINÂMICA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA RENAL DINÂMICA COM DIURÉTICO OU INIBIDOR DA ECA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA RENAL ESTÁTICA (QUANTITATIVA OU QUALITATIVA),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA TESTICULAR (ESCROTAL),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CISTOCINTILOGRAFIA DIRETA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CISTOCINTILOGRAFIA INDIRETA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,Diretriz de Utilização,SUBGRUPO,GRUPO,CAPÍTULO
DETERMINAÇÃO DA FILTRAÇÃO GLOMERULAR,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DETERMINAÇÃO DO FLUXO PLASMÁTICO RENAL,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DO SISTEMA RETÍCULO-ENDOTELIAL (MEDULA ÓSSEA),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DEMONSTRAÇÃO DO SEQÜESTRO DE HEMÁCIAS PELO BAÇO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DETERMINAÇÃO DA SOBREVIDA DE HEMÁCIAS,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DETERMINAÇÃO DO VOLUME ERITROCITÁRIO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DETERMINAÇÃO DO VOLUME PLASMÁTICO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE DE ABSORÇÃO DE VITAMINA B12 COM COBALTO - 57 (TESTE DE SCHILLING),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA ÓSSEA (CORPO TOTAL),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,MÚSCULO - ESQUELÉTICO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FLUXO SANGÜÍNEO ÓSSEO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,MÚSCULO - ESQUELÉTICO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA CEREBRAL,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DE PERFUSÃO CEREBRAL,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CINTILOGRAFIA DE PERFUSÃO CEREBRAL PARA AVALIAÇÃO DE TRANSPORTADORES DE DOPAMINA (COM
DIRETRIZ DE UTILZAÇÃO)",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,118,NERVOSO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CISTERNOCINTILOGRAFIA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CISTERNOCINTILOGRAFIA PARA PESQUISA DE FÍSTULA LIQUÓRICA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ESTUDO DO TRÂNSITO LIQUÓRICO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FLUXO SANGUÍNEO CEREBRAL,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
MIELOCINTILOGRAFIA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
VENTRÍCULO-CINTILOGRAFIA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,Diretriz de Utilização,SUBGRUPO,GRUPO,CAPÍTULO
CINTILOGRAFIA COM ANÁLOGO DE SOMATOSTATINA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA COM GÁLIO-67,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA COM LEUCÓCITOS MARCADOS,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA COM MIBG (METAIODOBENZILGUANIDINA),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DE MAMA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DEMARCAÇÃO RADIOISOTÓPICA DE LESÕES TUMORAIS,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LESÕES TUMORAIS,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LINFONODO SENTINELA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
LINFOCINTILOGRAFIA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PET-CT ONCOLÓGICO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,,,Referência,Procedimento de Alta Complexidade,60,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
QUANTIFICAÇÃO DA CAPTAÇÃO PULMONAR COM GÁLIO-67,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA PARA DETECÇÃO DE ASPIRAÇÃO PULMONAR,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,RESPIRATÓRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA PULMONAR (INALAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,RESPIRATÓRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA PULMONAR (PERFUSÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,RESPIRATÓRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRATAMENTO COM METAIODOBENZILGUANIDINA (MIBG),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRATAMENTO DA POLICITEMIA VERA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRATAMENTO DE CÂNCER DA TIREÓIDE,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRATAMENTO DE DOR ÓSSEA CAUSADA POR METÁSTASE COM SAMÁRIO-136 OU ESTRÔNCIO-90,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (GRAVES),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,Diretriz de Utilização,SUBGRUPO,GRUPO,CAPÍTULO
TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (PLUMMER),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRATAMENTO DE TUMORES NEUROENDÓCRINOS,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
IMUNOCINTILOGRAFIA (ANTICORPOS MONOCLONAIS),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,OUTROS - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
AMPLIAÇÃO OU MAGNIFICAÇÃO DE LESÃO MAMÁRIA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ANGIOGRAFIA POR CATETERISMO NÃO SELETIVO, SELETIVO OU SUPERSELETIVO",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOGRAFIA POR PUNÇÃO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOGRAFIA TRANSOPERATÓRIA DE POSICIONAMENTO,,,,,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
AORTOGRAFIA ABDOMINAL POR PUNÇÃO TRANSLOMBAR,,,,,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ARTROGRAFIA OU PNEUMOARTROGRAFIA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"AVALIAÇÃO HEMODINÂMICA POR CATETERISMO (AFERIMENTO DE PRESSÃO OU FLUXO ARTERIAL OU
VENOSO)",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CAVERNOSOGRAFIA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CLISTER OU ENEMA OPACO (DUPLO CONTRASTE),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLANGIOGRAFIA INTRA-OPERATÓRIA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLANGIOGRAFIA PÓS-OPERATÓRIA (PELO DRENO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLANGIOGRAFIA TRANSCUTÂNEA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLANGIOPANCREATOGRAFIA RETRÓGRADA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DACRIOCISTOGRAFIA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DEFECOGRAMA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DEGLUTOGRAMA OU VIDEODEGLUTOGRAMA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,Diretriz de Utilização,SUBGRUPO,GRUPO,CAPÍTULO
